Timestamp,Question,Answer,IPConv
16/07/2020 12:33,Q18_crime,0,4161b9b9142406b5bdf13631af63a789
16/07/2020 12:33,Q17_health,0,4161b9b9142406b5bdf13631af63a789
16/07/2020 12:33,Q16_misc,1,4161b9b9142406b5bdf13631af63a789
16/07/2020 12:33,Q15_misc,0,4161b9b9142406b5bdf13631af63a789
16/07/2020 12:33,Q14_health,3,4161b9b9142406b5bdf13631af63a789
16/07/2020 12:33,Q13_ents,1,4161b9b9142406b5bdf13631af63a789
16/07/2020 12:33,Q12_edu,1,4161b9b9142406b5bdf13631af63a789
16/07/2020 12:33,Q11_bus_econ,0,4161b9b9142406b5bdf13631af63a789
16/07/2020 12:33,Q10_health,2,4161b9b9142406b5bdf13631af63a789
16/07/2020 12:33,Q9_transp,0,4161b9b9142406b5bdf13631af63a789
16/07/2020 12:33,Q8_edu,2,4161b9b9142406b5bdf13631af63a789
16/07/2020 12:33,Q7_health,1,4161b9b9142406b5bdf13631af63a789
16/07/2020 12:33,Q6_bus_econ,0,4161b9b9142406b5bdf13631af63a789
16/07/2020 12:33,Q5_bus_econ,2,4161b9b9142406b5bdf13631af63a789
16/07/2020 12:33,Q4_health,0,4161b9b9142406b5bdf13631af63a789
16/07/2020 12:33,Q3_crime,2,4161b9b9142406b5bdf13631af63a789
16/07/2020 12:33,Q2_misc,0,4161b9b9142406b5bdf13631af63a789
16/07/2020 12:33,Q1_ents,2,4161b9b9142406b5bdf13631af63a789
15/07/2020 12:21,Q31_crime,2,812fb46bd0a1a62ac5a8ffde258e61e2
15/07/2020 12:21,Q30_misc,2,812fb46bd0a1a62ac5a8ffde258e61e2
15/07/2020 12:21,Q29_health,2,812fb46bd0a1a62ac5a8ffde258e61e2
15/07/2020 12:21,Q28_health,2,812fb46bd0a1a62ac5a8ffde258e61e2
15/07/2020 12:21,Q27_bus_econ,2,812fb46bd0a1a62ac5a8ffde258e61e2
15/07/2020 12:21,Q26_crime,3,812fb46bd0a1a62ac5a8ffde258e61e2
15/07/2020 12:21,Q25_ents,2,812fb46bd0a1a62ac5a8ffde258e61e2
15/07/2020 12:21,Q24_bus_econ,0,812fb46bd0a1a62ac5a8ffde258e61e2
15/07/2020 12:21,Q23_ents,0,812fb46bd0a1a62ac5a8ffde258e61e2
15/07/2020 12:21,Q22_transp,0,812fb46bd0a1a62ac5a8ffde258e61e2
15/07/2020 12:21,Q21_bus_econ,0,812fb46bd0a1a62ac5a8ffde258e61e2
15/07/2020 12:21,Q20_health,2,812fb46bd0a1a62ac5a8ffde258e61e2
15/07/2020 12:21,Q19_bus_econ,0,812fb46bd0a1a62ac5a8ffde258e61e2
15/07/2020 12:21,Q18_crime,0,812fb46bd0a1a62ac5a8ffde258e61e2
15/07/2020 12:21,Q17_health,2,812fb46bd0a1a62ac5a8ffde258e61e2
15/07/2020 12:21,Q16_misc,0,812fb46bd0a1a62ac5a8ffde258e61e2
15/07/2020 12:21,Q15_misc,0,812fb46bd0a1a62ac5a8ffde258e61e2
15/07/2020 12:21,Q14_health,0,812fb46bd0a1a62ac5a8ffde258e61e2
15/07/2020 12:21,Q13_ents,2,812fb46bd0a1a62ac5a8ffde258e61e2
15/07/2020 12:21,Q12_edu,0,812fb46bd0a1a62ac5a8ffde258e61e2
15/07/2020 12:21,Q11_bus_econ,1,812fb46bd0a1a62ac5a8ffde258e61e2
15/07/2020 12:21,Q10_health,2,812fb46bd0a1a62ac5a8ffde258e61e2
15/07/2020 12:21,Q9_transp,0,812fb46bd0a1a62ac5a8ffde258e61e2
15/07/2020 12:21,Q8_edu,1,812fb46bd0a1a62ac5a8ffde258e61e2
15/07/2020 12:21,Q7_health,0,812fb46bd0a1a62ac5a8ffde258e61e2
15/07/2020 12:21,Q6_bus_econ,0,812fb46bd0a1a62ac5a8ffde258e61e2
15/07/2020 12:21,Q5_bus_econ,1,812fb46bd0a1a62ac5a8ffde258e61e2
15/07/2020 12:21,Q4_health,0,812fb46bd0a1a62ac5a8ffde258e61e2
15/07/2020 12:21,Q3_crime,1,812fb46bd0a1a62ac5a8ffde258e61e2
15/07/2020 12:21,Q2_misc,2,812fb46bd0a1a62ac5a8ffde258e61e2
15/07/2020 12:21,Q1_ents,2,812fb46bd0a1a62ac5a8ffde258e61e2
15/07/2020 09:49,Q31_crime,0,87418553db0b1c9b2f8628457d4784f2
15/07/2020 09:49,Q30_misc,0,87418553db0b1c9b2f8628457d4784f2
15/07/2020 09:49,Q29_health,2,87418553db0b1c9b2f8628457d4784f2
15/07/2020 09:49,Q28_health,0,87418553db0b1c9b2f8628457d4784f2
15/07/2020 09:49,Q27_bus_econ,0,87418553db0b1c9b2f8628457d4784f2
15/07/2020 09:49,Q26_crime,0,87418553db0b1c9b2f8628457d4784f2
15/07/2020 09:49,Q25_ents,0,87418553db0b1c9b2f8628457d4784f2
15/07/2020 09:49,Q24_bus_econ,0,87418553db0b1c9b2f8628457d4784f2
15/07/2020 09:49,Q23_ents,0,87418553db0b1c9b2f8628457d4784f2
15/07/2020 09:49,Q22_transp,0,87418553db0b1c9b2f8628457d4784f2
15/07/2020 09:49,Q21_bus_econ,0,87418553db0b1c9b2f8628457d4784f2
15/07/2020 09:49,Q20_health,0,87418553db0b1c9b2f8628457d4784f2
15/07/2020 09:49,Q19_bus_econ,0,87418553db0b1c9b2f8628457d4784f2
15/07/2020 09:49,Q18_crime,0,87418553db0b1c9b2f8628457d4784f2
15/07/2020 09:49,Q17_health,0,87418553db0b1c9b2f8628457d4784f2
15/07/2020 09:49,Q16_misc,2,87418553db0b1c9b2f8628457d4784f2
15/07/2020 09:49,Q15_misc,2,87418553db0b1c9b2f8628457d4784f2
15/07/2020 09:49,Q14_health,2,87418553db0b1c9b2f8628457d4784f2
15/07/2020 09:49,Q13_ents,2,87418553db0b1c9b2f8628457d4784f2
15/07/2020 09:49,Q12_edu,2,87418553db0b1c9b2f8628457d4784f2
15/07/2020 09:49,Q11_bus_econ,2,87418553db0b1c9b2f8628457d4784f2
15/07/2020 09:49,Q10_health,0,87418553db0b1c9b2f8628457d4784f2
15/07/2020 09:49,Q9_transp,0,87418553db0b1c9b2f8628457d4784f2
15/07/2020 09:49,Q8_edu,0,87418553db0b1c9b2f8628457d4784f2
15/07/2020 09:49,Q7_health,2,87418553db0b1c9b2f8628457d4784f2
15/07/2020 09:49,Q6_bus_econ,0,87418553db0b1c9b2f8628457d4784f2
15/07/2020 09:49,Q5_bus_econ,0,87418553db0b1c9b2f8628457d4784f2
15/07/2020 09:49,Q4_health,0,87418553db0b1c9b2f8628457d4784f2
15/07/2020 09:49,Q3_crime,0,87418553db0b1c9b2f8628457d4784f2
15/07/2020 09:49,Q2_misc,2,87418553db0b1c9b2f8628457d4784f2
15/07/2020 09:49,Q1_ents,2,87418553db0b1c9b2f8628457d4784f2
14/07/2020 21:32,Q31_crime,3,05523db9a6d26f4f4e3634cd00c9a8c4
14/07/2020 21:32,Q30_misc,1,05523db9a6d26f4f4e3634cd00c9a8c4
14/07/2020 21:32,Q29_health,1,05523db9a6d26f4f4e3634cd00c9a8c4
14/07/2020 21:32,Q28_health,2,05523db9a6d26f4f4e3634cd00c9a8c4
14/07/2020 21:32,Q27_bus_econ,2,05523db9a6d26f4f4e3634cd00c9a8c4
14/07/2020 21:32,Q26_crime,3,05523db9a6d26f4f4e3634cd00c9a8c4
14/07/2020 21:32,Q25_ents,2,05523db9a6d26f4f4e3634cd00c9a8c4
14/07/2020 21:32,Q24_bus_econ,1,05523db9a6d26f4f4e3634cd00c9a8c4
14/07/2020 21:32,Q23_ents,1,05523db9a6d26f4f4e3634cd00c9a8c4
14/07/2020 21:32,Q22_transp,1,05523db9a6d26f4f4e3634cd00c9a8c4
14/07/2020 21:32,Q21_bus_econ,2,05523db9a6d26f4f4e3634cd00c9a8c4
14/07/2020 21:32,Q20_health,2,05523db9a6d26f4f4e3634cd00c9a8c4
14/07/2020 21:32,Q19_bus_econ,2,05523db9a6d26f4f4e3634cd00c9a8c4
14/07/2020 21:32,Q18_crime,0,05523db9a6d26f4f4e3634cd00c9a8c4
14/07/2020 21:32,Q17_health,0,05523db9a6d26f4f4e3634cd00c9a8c4
14/07/2020 21:32,Q16_misc,2,05523db9a6d26f4f4e3634cd00c9a8c4
14/07/2020 21:32,Q15_misc,2,05523db9a6d26f4f4e3634cd00c9a8c4
14/07/2020 21:32,Q14_health,2,05523db9a6d26f4f4e3634cd00c9a8c4
14/07/2020 21:32,Q13_ents,2,05523db9a6d26f4f4e3634cd00c9a8c4
14/07/2020 21:32,Q12_edu,1,05523db9a6d26f4f4e3634cd00c9a8c4
14/07/2020 21:32,Q11_bus_econ,0,05523db9a6d26f4f4e3634cd00c9a8c4
14/07/2020 21:32,Q10_health,2,05523db9a6d26f4f4e3634cd00c9a8c4
14/07/2020 21:32,Q9_transp,1,05523db9a6d26f4f4e3634cd00c9a8c4
14/07/2020 21:32,Q8_edu,0,05523db9a6d26f4f4e3634cd00c9a8c4
14/07/2020 21:32,Q7_health,0,05523db9a6d26f4f4e3634cd00c9a8c4
14/07/2020 21:32,Q6_bus_econ,0,05523db9a6d26f4f4e3634cd00c9a8c4
14/07/2020 21:32,Q5_bus_econ,2,05523db9a6d26f4f4e3634cd00c9a8c4
14/07/2020 21:32,Q4_health,0,05523db9a6d26f4f4e3634cd00c9a8c4
14/07/2020 21:32,Q3_crime,1,05523db9a6d26f4f4e3634cd00c9a8c4
14/07/2020 21:32,Q2_misc,2,05523db9a6d26f4f4e3634cd00c9a8c4
14/07/2020 21:32,Q1_ents,2,05523db9a6d26f4f4e3634cd00c9a8c4
14/07/2020 13:39,Q31_crime,0,b894b68914ba31e7c6fabbeb1438de4c
14/07/2020 13:39,Q30_misc,3,b894b68914ba31e7c6fabbeb1438de4c
14/07/2020 13:39,Q29_health,3,b894b68914ba31e7c6fabbeb1438de4c
14/07/2020 13:39,Q28_health,0,b894b68914ba31e7c6fabbeb1438de4c
14/07/2020 13:39,Q27_bus_econ,3,b894b68914ba31e7c6fabbeb1438de4c
14/07/2020 13:39,Q26_crime,2,b894b68914ba31e7c6fabbeb1438de4c
14/07/2020 13:39,Q25_ents,0,b894b68914ba31e7c6fabbeb1438de4c
14/07/2020 13:39,Q24_bus_econ,0,b894b68914ba31e7c6fabbeb1438de4c
14/07/2020 13:39,Q23_ents,0,b894b68914ba31e7c6fabbeb1438de4c
14/07/2020 13:39,Q22_transp,0,b894b68914ba31e7c6fabbeb1438de4c
14/07/2020 13:39,Q21_bus_econ,0,b894b68914ba31e7c6fabbeb1438de4c
14/07/2020 13:39,Q20_health,3,b894b68914ba31e7c6fabbeb1438de4c
14/07/2020 13:39,Q19_bus_econ,3,b894b68914ba31e7c6fabbeb1438de4c
14/07/2020 13:39,Q18_crime,0,b894b68914ba31e7c6fabbeb1438de4c
14/07/2020 13:39,Q17_health,0,b894b68914ba31e7c6fabbeb1438de4c
14/07/2020 13:39,Q16_misc,0,b894b68914ba31e7c6fabbeb1438de4c
14/07/2020 13:39,Q15_misc,3,b894b68914ba31e7c6fabbeb1438de4c
14/07/2020 13:39,Q14_health,0,b894b68914ba31e7c6fabbeb1438de4c
14/07/2020 13:39,Q13_ents,1,b894b68914ba31e7c6fabbeb1438de4c
14/07/2020 13:39,Q12_edu,0,b894b68914ba31e7c6fabbeb1438de4c
14/07/2020 13:39,Q11_bus_econ,0,b894b68914ba31e7c6fabbeb1438de4c
14/07/2020 13:39,Q10_health,0,b894b68914ba31e7c6fabbeb1438de4c
14/07/2020 13:39,Q9_transp,0,b894b68914ba31e7c6fabbeb1438de4c
14/07/2020 13:39,Q8_edu,0,b894b68914ba31e7c6fabbeb1438de4c
14/07/2020 13:39,Q7_health,0,b894b68914ba31e7c6fabbeb1438de4c
14/07/2020 13:39,Q6_bus_econ,0,b894b68914ba31e7c6fabbeb1438de4c
14/07/2020 13:39,Q5_bus_econ,1,b894b68914ba31e7c6fabbeb1438de4c
14/07/2020 13:39,Q4_health,0,b894b68914ba31e7c6fabbeb1438de4c
14/07/2020 13:39,Q3_crime,0,b894b68914ba31e7c6fabbeb1438de4c
14/07/2020 13:39,Q2_misc,2,b894b68914ba31e7c6fabbeb1438de4c
14/07/2020 13:39,Q1_ents,2,b894b68914ba31e7c6fabbeb1438de4c
14/07/2020 13:34,Q31_crime,0,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:34,Q30_misc,0,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:34,Q29_health,1,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:34,Q28_health,0,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:34,Q27_bus_econ,0,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:34,Q26_crime,0,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:34,Q25_ents,0,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:34,Q24_bus_econ,0,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:34,Q23_ents,0,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:34,Q22_transp,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:34,Q21_bus_econ,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:34,Q20_health,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:34,Q19_bus_econ,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:34,Q18_crime,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:34,Q17_health,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:34,Q16_misc,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:34,Q15_misc,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:34,Q14_health,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:34,Q13_ents,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:34,Q12_edu,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:34,Q11_bus_econ,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:34,Q10_health,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:34,Q9_transp,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:34,Q8_edu,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:34,Q7_health,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:34,Q6_bus_econ,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:34,Q5_bus_econ,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:34,Q4_health,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:34,Q3_crime,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:34,Q2_misc,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:34,Q1_ents,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q31_crime,1,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q30_misc,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q29_health,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q28_health,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q27_bus_econ,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q26_crime,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q25_ents,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q24_bus_econ,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q23_ents,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q22_transp,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q21_bus_econ,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q20_health,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q19_bus_econ,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q18_crime,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q17_health,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q16_misc,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q15_misc,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q14_health,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q13_ents,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q12_edu,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q11_bus_econ,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q10_health,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q9_transp,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q8_edu,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q7_health,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q6_bus_econ,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q5_bus_econ,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q4_health,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q3_crime,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q2_misc,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q1_ents,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q31_crime,1,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q30_misc,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q29_health,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q28_health,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q27_bus_econ,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q26_crime,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q25_ents,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q24_bus_econ,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q23_ents,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q22_transp,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q21_bus_econ,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q20_health,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q19_bus_econ,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q18_crime,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q17_health,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q16_misc,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q15_misc,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q14_health,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q13_ents,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q12_edu,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q11_bus_econ,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q10_health,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q9_transp,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q8_edu,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q7_health,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q6_bus_econ,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q5_bus_econ,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q4_health,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q3_crime,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q2_misc,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q1_ents,2,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q31_crime,1,189da6f0dffb66d0368018cb603d9b41
14/07/2020 13:33,Q30_misc,2,189da6f0dffb66d0368018cb603d9b41
