Year,Measure,Sex,OrgCode,Admissions,Stand_Admissions_Rate,
2018/19,FAE_Primary_Obesity,All persons,E38000048,135,44,
2018/19,FAE_Primary_Obesity,All persons,E38000049,90,16,
2018/19,FAE_Primary_Obesity,All persons,E38000050,70,18,
2018/19,FAE_Primary_Obesity,All persons,E38000051,30,8,
2018/19,FAE_Primary_Obesity,All persons,E38000052,15,6,
2018/19,FAE_Primary_Obesity,All persons,E38000053,15,10,
2018/19,FAE_Primary_Obesity,All persons,E38000054,40,20,
2018/19,FAE_Primary_Obesity,All persons,E38000055,30,18,
2018/19,FAE_Primary_Obesity,All persons,E38000056,,2,
2018/19,FAE_Primary_Obesity,All persons,E38000057,70,21,
2018/19,FAE_Primary_Obesity,All persons,E38000058,10,11,
2018/19,FAE_Primary_Obesity,All persons,E38000059,50,26,
2018/19,FAE_Primary_Obesity,All persons,E38000062,50,8,
2018/19,FAE_Primary_Obesity,All persons,E38000063,30,15,
2018/19,FAE_Primary_Obesity,All persons,E38000064,25,10,
2018/19,FAE_Primary_Obesity,All persons,E38000066,95,37,
2018/19,FAE_Primary_Obesity,All persons,E38000068,20,16,
2018/19,FAE_Primary_Obesity,All persons,E38000069,30,20,
2018/19,FAE_Primary_Obesity,All persons,E38000070,50,28,
2018/19,FAE_Primary_Obesity,All persons,E38000071,10,11,
2018/19,FAE_Primary_Obesity,All persons,E38000072,60,24,
2018/19,FAE_Primary_Obesity,All persons,E38000073,15,9,
2018/19,FAE_Primary_Obesity,All persons,E38000074,55,23,
2018/19,FAE_Primary_Obesity,All persons,E38000075,145,52,
2018/19,FAE_Primary_Obesity,All persons,E38000076,55,31,
2018/19,FAE_Primary_Obesity,All persons,E38000077,55,23,
2018/19,FAE_Primary_Obesity,All persons,E38000078,35,18,
2018/19,FAE_Primary_Obesity,All persons,E38000079,110,19,
2018/19,FAE_Primary_Obesity,All persons,E38000080,30,15,
2018/19,FAE_Primary_Obesity,All persons,E38000081,40,24,
2018/19,FAE_Primary_Obesity,All persons,E38000082,100,39,
2018/19,FAE_Primary_Obesity,All persons,E38000083,45,18,
2018/19,FAE_Primary_Obesity,All persons,E38000084,90,36,
2018/19,FAE_Primary_Obesity,All persons,E38000085,10,5,
2018/19,FAE_Primary_Obesity,All persons,E38000086,25,6,
2018/19,FAE_Primary_Obesity,All persons,E38000087,15,12,
2018/19,FAE_Primary_Obesity,All persons,E38000088,55,30,
2018/19,FAE_Primary_Obesity,All persons,E38000089,105,19,
2018/19,FAE_Primary_Obesity,All persons,E38000090,30,19,
2018/19,FAE_Primary_Obesity,All persons,E38000091,45,32,
2018/19,FAE_Primary_Obesity,All persons,E38000092,185,64,
2018/19,FAE_Primary_Obesity,All persons,E38000097,25,8,
2018/19,FAE_Primary_Obesity,All persons,E38000098,200,70,
2018/19,FAE_Primary_Obesity,All persons,E38000099,20,9,
2018/19,FAE_Primary_Obesity,All persons,E38000100,25,10,
2018/19,FAE_Primary_Obesity,All persons,E38000101,65,15,
2018/19,FAE_Primary_Obesity,All persons,E38000102,100,45,
2018/19,FAE_Primary_Obesity,All persons,E38000103,10,5,
2018/19,FAE_Primary_Obesity,All persons,E38000104,120,44,
2018/19,FAE_Primary_Obesity,All persons,E38000105,45,21,
2018/19,FAE_Primary_Obesity,All persons,E38000106,20,6,
2018/19,FAE_Primary_Obesity,All persons,E38000107,60,23,
2018/19,FAE_Primary_Obesity,All persons,E38000108,115,17,
2018/19,FAE_Primary_Obesity,All persons,E38000109,,6,
2018/19,FAE_Primary_Obesity,All persons,E38000113,50,16,
2018/19,FAE_Primary_Obesity,All persons,E38000115,25,10,
2018/19,FAE_Primary_Obesity,All persons,E38000116,130,54,
2018/19,FAE_Primary_Obesity,All persons,E38000117,15,5,
2018/19,FAE_Primary_Obesity,All persons,E38000118,30,15,
2018/19,FAE_Primary_Obesity,All persons,E38000119,25,16,
2018/19,FAE_Primary_Obesity,All persons,E38000120,45,20,
2018/19,FAE_Primary_Obesity,All persons,E38000121,15,8,
2018/19,FAE_Primary_Obesity,All persons,E38000122,20,13,
2018/19,FAE_Primary_Obesity,All persons,E38000124,30,18,
2018/19,FAE_Primary_Obesity,All persons,E38000126,70,34,
2018/19,FAE_Primary_Obesity,All persons,E38000127,50,25,
2018/19,FAE_Primary_Obesity,All persons,E38000128,120,35,
2018/19,FAE_Primary_Obesity,All persons,E38000129,120,15,
2018/19,FAE_Primary_Obesity,All persons,E38000130,95,33,
2018/19,FAE_Primary_Obesity,All persons,E38000132,35,13,
2018/19,FAE_Primary_Obesity,All persons,E38000133,,4,
2018/19,FAE_Primary_Obesity,All persons,E38000134,15,12,
2018/19,FAE_Primary_Obesity,All persons,E38000135,25,10,
2018/19,FAE_Primary_Obesity,All persons,E38000136,70,11,
2018/19,FAE_Primary_Obesity,All persons,E38000137,65,35,
2018/19,FAE_Primary_Obesity,All persons,E38000138,45,16,
2018/19,FAE_Primary_Obesity,All persons,E38000139,50,28,
2018/19,FAE_Primary_Obesity,All persons,E38000140,25,13,
2018/19,FAE_Primary_Obesity,All persons,E38000141,25,9,
2018/19,FAE_Primary_Obesity,All persons,E38000142,,6,
2018/19,FAE_Primary_Obesity,All persons,E38000143,40,16,
2018/19,FAE_Primary_Obesity,All persons,E38000144,170,36,
2018/19,FAE_Primary_Obesity,All persons,E38000145,15,16,
2018/19,FAE_Primary_Obesity,All persons,E38000146,70,13,
2018/19,FAE_Primary_Obesity,All persons,E38000147,90,29,
2018/19,FAE_Primary_Obesity,All persons,E38000150,105,20,
2018/19,FAE_Primary_Obesity,All persons,E38000151,20,13,
2018/19,FAE_Primary_Obesity,All persons,E38000152,35,13,
2018/19,FAE_Primary_Obesity,All persons,E38000153,30,14,
2018/19,FAE_Primary_Obesity,All persons,E38000154,75,38,
2018/19,FAE_Primary_Obesity,All persons,E38000156,45,24,
2018/19,FAE_Primary_Obesity,All persons,E38000157,15,10,
2018/19,FAE_Primary_Obesity,All persons,E38000161,50,31,
2018/19,FAE_Primary_Obesity,All persons,E38000162,120,46,
2018/19,FAE_Primary_Obesity,All persons,E38000163,155,107,
2018/19,FAE_Primary_Obesity,All persons,E38000164,25,10,
2018/19,FAE_Primary_Obesity,All persons,E38000165,10,10,
2018/19,FAE_Primary_Obesity,All persons,E38000166,60,20,
2018/19,FAE_Primary_Obesity,All persons,E38000167,65,29,
2018/19,FAE_Primary_Obesity,All persons,E38000168,15,9,
2018/19,FAE_Primary_Obesity,All persons,E38000169,75,15,
2018/19,FAE_Primary_Obesity,All persons,E38000170,10,11,
2018/19,FAE_Primary_Obesity,All persons,E38000171,245,84,
2018/19,FAE_Primary_Obesity,All persons,E38000172,20,11,
2018/19,FAE_Primary_Obesity,All persons,E38000173,25,18,
2018/19,FAE_Primary_Obesity,All persons,E38000174,30,10,
2018/19,FAE_Primary_Obesity,All persons,E38000175,110,43,
2018/19,FAE_Primary_Obesity,All persons,E38000176,340,124,
2018/19,FAE_Primary_Obesity,All persons,E38000177,60,21,
2018/19,FAE_Primary_Obesity,All persons,E38000178,20,21,
2018/19,FAE_Primary_Obesity,All persons,E38000179,40,20,
2018/19,FAE_Primary_Obesity,All persons,E38000180,45,41,
2018/19,FAE_Primary_Obesity,All persons,E38000181,30,12,
2018/19,FAE_Primary_Obesity,All persons,E38000182,20,9,
2018/19,FAE_Primary_Obesity,All persons,E38000183,95,54,
2018/19,FAE_Primary_Obesity,All persons,E38000184,35,27,
2018/19,FAE_Primary_Obesity,All persons,E38000185,35,20,
2018/19,FAE_Primary_Obesity,All persons,E38000186,35,15,
2018/19,FAE_Primary_Obesity,All persons,E38000187,25,10,
2018/19,FAE_Primary_Obesity,All persons,E38000188,20,5,
2018/19,FAE_Primary_Obesity,All persons,E38000189,,2,
2018/19,FAE_Primary_Obesity,All persons,E38000190,25,7,
2018/19,FAE_Primary_Obesity,All persons,E38000191,80,30,
2018/19,FAE_Primary_Obesity,All persons,E38000192,45,19,
2018/19,FAE_Primary_Obesity,All persons,E38000193,50,18,
2018/19,FAE_Primary_Obesity,All persons,E38000194,25,11,
2018/19,FAE_Primary_Obesity,All persons,E38000195,40,21,
2018/19,FAE_Primary_Obesity,All persons,E38000196,10,4,
2018/19,FAE_Primary_Obesity,All persons,E38000197,50,16,
2018/19,FAE_Primary_Obesity,All persons,E38000198,95,18,
2018/19,FAE_Primary_Obesity,All persons,E38000199,70,15,
2018/19,FAE_Primary_Obesity,All persons,E38000200,10,10,
2018/19,FAE_Primary_Obesity,All persons,E38000201,25,6,
2018/19,FAE_Primary_Obesity,All persons,E38000202,55,25,
2018/19,FAE_Primary_Obesity,All persons,E38000203,25,14,
2018/19,FAE_Primary_Obesity,All persons,E38000204,25,12,
2018/19,FAE_Primary_Obesity,All persons,E38000205,35,10,
2018/19,FAE_Primary_Obesity,All persons,E38000206,60,13,
2018/19,FAE_Primary_Obesity,All persons,E38000208,20,6,
2018/19,FAE_Primary_Obesity,All persons,E38000210,75,30,
2018/19,FAE_Primary_Obesity,All persons,E38000211,25,26,
2018/19,FAE_Primary_Obesity,All persons,E38000212,190,41,
2018/19,FAE_Primary_Obesity,All persons,E38000213,105,21,
2018/19,FAE_Primary_Obesity,All persons,E38000214,40,20,
2018/19,FAE_Primary_Obesity,All persons,E38000215,35,11,
2018/19,FAE_Primary_Obesity,All persons,E38000217,120,21,
2018/19,FAE_Primary_Obesity,All persons,E38000218,25,13,
2018/19,FAE_Primary_Obesity,All persons,E38000219,30,14,
2018/19,FAE_Primary_Obesity,All persons,E38000220,380,36,
2018/19,FAE_Primary_Obesity,All persons,E38000221,115,24,
2018/19,FAE_Primary_Obesity,All persons,E38000222,150,17,
2018/19,FAE_Primary_Obesity,All persons,E38000223,55,10,
2018/19,FAE_Primary_Obesity,All persons,E38000224,50,12,
2018/19,FAE_Primary_Obesity,All persons,E38000225,60,9,
2018/19,FAE_Primary_Obesity,All persons,E38000226,,2,
2018/19,FAE_Primary_Obesity,All persons,E38000227,20,11,
2018/19,FAE_Primary_Obesity,All persons,E38000228,25,7,
2018/19,FAE_Primary_Obesity,All persons,E39000018,2575,31,
2018/19,FAE_Primary_Obesity,All persons,E39000026,290,12,
2018/19,FAE_Primary_Obesity,All persons,E39000029,630,12,
2018/19,FAE_Primary_Obesity,All persons,E39000030,715,16,
2018/19,FAE_Primary_Obesity,All persons,E39000031,520,12,
2018/19,FAE_Primary_Obesity,All persons,E39000032,675,19,
2018/19,FAE_Primary_Obesity,All persons,E39000033,1080,27,
2018/19,FAE_Primary_Obesity,All persons,E39000037,395,14,
2018/19,FAE_Primary_Obesity,All persons,E39000039,1465,51,
2018/19,FAE_Primary_Obesity,All persons,E39000040,195,12,
2018/19,FAE_Primary_Obesity,All persons,E39000041,760,18,
2018/19,FAE_Primary_Obesity,All persons,E39000042,1050,24,
2018/19,FAE_Primary_Obesity,All persons,E39000043,310,13,
2018/19,FAE_Primary_Obesity,All persons,E39000044,455,15,
2018/19,FAE_Primary_Obesity,All persons,E40000001,2975,20,
2018/19,FAE_Primary_Obesity,All persons,E40000002,2985,18,
2018/19,FAE_Primary_Obesity,All persons,E40000003,2575,31,
2018/19,FAE_Primary_Obesity,All persons,E40000005,1810,21,
2018/19,FAE_Primary_Obesity,All persons,E40000006,765,14,
2018/19,FAE_Primary_Obesity,All persons,E54000005,225,9,
2018/19,FAE_Primary_Obesity,All persons,E54000006,110,8,
2018/19,FAE_Primary_Obesity,All persons,E54000007,395,14,
2018/19,FAE_Primary_Obesity,All persons,E54000008,290,12,
2018/19,FAE_Primary_Obesity,All persons,E54000009,265,18,
2018/19,FAE_Primary_Obesity,All persons,E54000010,285,26,
2018/19,FAE_Primary_Obesity,All persons,E54000011,185,38,
2018/19,FAE_Primary_Obesity,All persons,E54000012,125,13,
2018/19,FAE_Primary_Obesity,All persons,E54000013,70,10,
2018/19,FAE_Primary_Obesity,All persons,E54000014,80,8,
2018/19,FAE_Primary_Obesity,All persons,E54000015,75,7,
2018/19,FAE_Primary_Obesity,All persons,E54000016,370,28,
2018/19,FAE_Primary_Obesity,All persons,E54000017,380,36,
2018/19,FAE_Primary_Obesity,All persons,E54000018,165,19,
2018/19,FAE_Primary_Obesity,All persons,E54000019,165,22,
2018/19,FAE_Primary_Obesity,All persons,E54000020,125,17,
2018/19,FAE_Primary_Obesity,All persons,E54000021,130,15,
2018/19,FAE_Primary_Obesity,All persons,E54000022,145,15,
2018/19,FAE_Primary_Obesity,All persons,E54000023,70,7,
2018/19,FAE_Primary_Obesity,All persons,E54000024,245,26,
2018/19,FAE_Primary_Obesity,All persons,E54000025,250,17,
2018/19,FAE_Primary_Obesity,All persons,E54000026,125,11,
2018/19,FAE_Primary_Obesity,All persons,E54000027,620,32,
2018/19,FAE_Primary_Obesity,All persons,E54000028,325,24,
2018/19,FAE_Primary_Obesity,All persons,E54000029,375,21,
2018/19,FAE_Primary_Obesity,All persons,E54000030,945,54,
2018/19,FAE_Primary_Obesity,All persons,E54000031,310,21,
2018/19,FAE_Primary_Obesity,All persons,E54000032,450,25,
2018/19,FAE_Primary_Obesity,All persons,E54000033,380,21,
2018/19,FAE_Primary_Obesity,All persons,E54000034,105,14,
2018/19,FAE_Primary_Obesity,All persons,E54000035,220,27,
2018/19,FAE_Primary_Obesity,All persons,E54000036,105,19,
2018/19,FAE_Primary_Obesity,All persons,E54000037,155,14,
2018/19,FAE_Primary_Obesity,All persons,E54000038,105,20,
2018/19,FAE_Primary_Obesity,All persons,E54000039,150,17,
2018/19,FAE_Primary_Obesity,All persons,E54000040,110,13,
2018/19,FAE_Primary_Obesity,All persons,E54000041,90,12,
2018/19,FAE_Primary_Obesity,All persons,E54000042,415,24,
2018/19,FAE_Primary_Obesity,All persons,E54000043,50,8,
2018/19,FAE_Primary_Obesity,All persons,E54000044,240,14,
2018/19,FAE_Primary_Obesity,All persons,E54000048,195,12,
2018/19,FAE_Primary_Obesity,All persons,E54000049,1495,50,
2018/19,FAE_Primary_Obesity,All persons,E92000001,11117,20.4,
2018/19,FAE_Primary_Obesity,Female,E38000001,10,13,
2018/19,FAE_Primary_Obesity,Female,E38000002,15,25,
2018/19,FAE_Primary_Obesity,Female,E38000004,50,51,
2018/19,FAE_Primary_Obesity,Female,E38000005,55,29,
2018/19,FAE_Primary_Obesity,Female,E38000006,35,28,
2018/19,FAE_Primary_Obesity,Female,E38000007,25,18,
2018/19,FAE_Primary_Obesity,Female,E38000008,10,13,
2018/19,FAE_Primary_Obesity,Female,E38000009,15,20,
2018/19,FAE_Primary_Obesity,Female,E38000010,65,30,
2018/19,FAE_Primary_Obesity,Female,E38000011,80,64,
2018/19,FAE_Primary_Obesity,Female,E38000014,20,30,
2018/19,FAE_Primary_Obesity,Female,E38000015,,11,
2018/19,FAE_Primary_Obesity,Female,E38000016,35,24,
2018/19,FAE_Primary_Obesity,Female,E38000018,,16,
2018/19,FAE_Primary_Obesity,Female,E38000019,15,9,
2018/19,FAE_Primary_Obesity,Female,E38000020,70,46,
2018/19,FAE_Primary_Obesity,Female,E38000021,40,29,
2018/19,FAE_Primary_Obesity,Female,E38000023,80,46,
2018/19,FAE_Primary_Obesity,Female,E38000024,20,21,
2018/19,FAE_Primary_Obesity,Female,E38000025,30,28,
2018/19,FAE_Primary_Obesity,Female,E38000026,85,19,
2018/19,FAE_Primary_Obesity,Female,E38000027,35,28,
2018/19,FAE_Primary_Obesity,Female,E38000028,25,38,
2018/19,FAE_Primary_Obesity,Female,E38000029,25,27,
2018/19,FAE_Primary_Obesity,Female,E38000030,10,12,
2018/19,FAE_Primary_Obesity,Female,E38000031,35,40,
2018/19,FAE_Primary_Obesity,Female,E38000034,15,19,
2018/19,FAE_Primary_Obesity,Female,E38000035,60,46,
2018/19,FAE_Primary_Obesity,Female,E38000037,,20,
2018/19,FAE_Primary_Obesity,Female,E38000038,80,37,
2018/19,FAE_Primary_Obesity,Female,E38000039,10,18,
2018/19,FAE_Primary_Obesity,Female,E38000040,90,46,
2018/19,FAE_Primary_Obesity,Female,E38000042,20,39,
2018/19,FAE_Primary_Obesity,Female,E38000043,55,41,
2018/19,FAE_Primary_Obesity,Female,E38000044,90,60,
2018/19,FAE_Primary_Obesity,Female,E38000045,65,17,
2018/19,FAE_Primary_Obesity,Female,E38000046,35,22,
2018/19,FAE_Primary_Obesity,Female,E38000047,125,92,
2018/19,FAE_Primary_Obesity,Female,E38000048,90,58,
2018/19,FAE_Primary_Obesity,Female,E38000049,65,23,
2018/19,FAE_Primary_Obesity,Female,E38000050,45,23,
2018/19,FAE_Primary_Obesity,Female,E38000051,25,15,
2018/19,FAE_Primary_Obesity,Female,E38000052,10,8,
2018/19,FAE_Primary_Obesity,Female,E38000053,10,14,
2018/19,FAE_Primary_Obesity,Female,E38000054,30,31,
2018/19,FAE_Primary_Obesity,Female,E38000055,20,21,
2018/19,FAE_Primary_Obesity,Female,E38000056,,3,
2018/19,FAE_Primary_Obesity,Female,E38000057,55,32,
2018/19,FAE_Primary_Obesity,Female,E38000058,10,19,
2018/19,FAE_Primary_Obesity,Female,E38000059,40,41,
2018/19,FAE_Primary_Obesity,Female,E38000062,30,10,
2018/19,FAE_Primary_Obesity,Female,E38000063,25,26,
2018/19,FAE_Primary_Obesity,Female,E38000064,20,15,
2018/19,FAE_Primary_Obesity,Female,E38000066,80,60,
2018/19,FAE_Primary_Obesity,Female,E38000068,15,25,
2018/19,FAE_Primary_Obesity,Female,E38000069,20,32,
2018/19,FAE_Primary_Obesity,Female,E38000070,35,39,
2018/19,FAE_Primary_Obesity,Female,E38000071,,13,
2018/19,FAE_Primary_Obesity,Female,E38000072,45,35,
2018/19,FAE_Primary_Obesity,Female,E38000073,10,11,
2018/19,FAE_Primary_Obesity,Female,E38000074,40,33,
2018/19,FAE_Primary_Obesity,Female,E38000075,115,81,
2018/19,FAE_Primary_Obesity,Female,E38000076,35,40,
2018/19,FAE_Primary_Obesity,Female,E38000077,40,30,
2018/19,FAE_Primary_Obesity,Female,E38000078,30,32,
2018/19,FAE_Primary_Obesity,Female,E38000079,75,26,
2018/19,FAE_Primary_Obesity,Female,E38000080,20,19,
2018/19,FAE_Primary_Obesity,Female,E38000081,35,40,
2018/19,FAE_Primary_Obesity,Female,E38000082,70,52,
2018/19,FAE_Primary_Obesity,Female,E38000083,35,29,
2018/19,FAE_Primary_Obesity,Female,E38000084,60,48,
2018/19,FAE_Primary_Obesity,Female,E38000085,10,6,
2018/19,FAE_Primary_Obesity,Female,E38000086,20,9,
2018/19,FAE_Primary_Obesity,Female,E38000087,10,16,
2018/19,FAE_Primary_Obesity,Female,E38000088,45,48,
2018/19,FAE_Primary_Obesity,Female,E38000089,85,30,
2018/19,FAE_Primary_Obesity,Female,E38000090,15,19,
2018/19,FAE_Primary_Obesity,Female,E38000091,35,47,
2018/19,FAE_Primary_Obesity,Female,E38000092,155,105,
2018/19,FAE_Primary_Obesity,Female,E38000097,20,12,
2018/19,FAE_Primary_Obesity,Female,E38000098,150,98,
2018/19,FAE_Primary_Obesity,Female,E38000099,15,12,
2018/19,FAE_Primary_Obesity,Female,E38000100,15,12,
2018/19,FAE_Primary_Obesity,Female,E38000101,50,21,
2018/19,FAE_Primary_Obesity,Female,E38000102,65,65,
2018/19,FAE_Primary_Obesity,Female,E38000103,,6,
2018/19,FAE_Primary_Obesity,Female,E38000104,85,60,
2018/19,FAE_Primary_Obesity,Female,E38000105,30,29,
2018/19,FAE_Primary_Obesity,Female,E38000106,15,8,
2018/19,FAE_Primary_Obesity,Female,E38000107,50,37,
2018/19,FAE_Primary_Obesity,Female,E38000108,90,27,
2018/19,FAE_Primary_Obesity,Female,E38000109,,11,
2018/19,FAE_Primary_Obesity,Female,E38000113,40,26,
2018/19,FAE_Primary_Obesity,Female,E38000115,20,14,
2018/19,FAE_Primary_Obesity,Female,E38000116,90,73,
2018/19,FAE_Primary_Obesity,Female,E38000117,15,8,
2018/19,FAE_Primary_Obesity,Female,E38000118,25,23,
2018/19,FAE_Primary_Obesity,Female,E38000119,15,19,
2018/19,FAE_Primary_Obesity,Female,E38000120,35,30,
2018/19,FAE_Primary_Obesity,Female,E38000121,10,12,
2018/19,FAE_Primary_Obesity,Female,E38000122,15,16,
2018/19,FAE_Primary_Obesity,Female,E38000124,20,25,
2018/19,FAE_Primary_Obesity,Female,E38000126,55,56,
2018/19,FAE_Primary_Obesity,Female,E38000127,40,40,
2018/19,FAE_Primary_Obesity,Female,E38000128,85,48,
2018/19,FAE_Primary_Obesity,Female,E38000129,95,22,
2018/19,FAE_Primary_Obesity,Female,E38000130,75,49,
2018/19,FAE_Primary_Obesity,Female,E38000132,25,18,
2018/19,FAE_Primary_Obesity,Female,E38000133,,7,
2018/19,FAE_Primary_Obesity,Female,E38000134,15,25,
2018/19,FAE_Primary_Obesity,Female,E38000135,15,13,
2018/19,FAE_Primary_Obesity,Female,E38000136,55,17,
2018/19,FAE_Primary_Obesity,Female,E38000137,40,44,
2018/19,FAE_Primary_Obesity,Female,E38000138,35,25,
2018/19,FAE_Primary_Obesity,Female,E38000139,40,45,
2018/19,FAE_Primary_Obesity,Female,E38000140,15,16,
2018/19,FAE_Primary_Obesity,Female,E38000141,20,14,
2018/19,FAE_Primary_Obesity,Female,E38000142,,12,
2018/19,FAE_Primary_Obesity,Female,E38000143,25,22,
2018/19,FAE_Primary_Obesity,Female,E38000144,135,58,
2018/19,FAE_Primary_Obesity,Female,E38000145,10,17,
2018/19,FAE_Primary_Obesity,Female,E38000146,50,19,
2018/19,FAE_Primary_Obesity,Female,E38000147,80,49,
2018/19,FAE_Primary_Obesity,Female,E38000150,80,29,
2018/19,FAE_Primary_Obesity,Female,E38000151,15,19,
2018/19,FAE_Primary_Obesity,Female,E38000152,25,20,
2018/19,FAE_Primary_Obesity,Female,E38000153,20,20,
2018/19,FAE_Primary_Obesity,Female,E38000154,55,51,
2018/19,FAE_Primary_Obesity,Female,E38000156,35,38,
2018/19,FAE_Primary_Obesity,Female,E38000157,10,15,
2018/19,FAE_Primary_Obesity,Female,E38000161,35,45,
2018/19,FAE_Primary_Obesity,Female,E38000162,95,72,
2018/19,FAE_Primary_Obesity,Female,E38000163,105,143,
2018/19,FAE_Primary_Obesity,Female,E38000164,20,15,
2018/19,FAE_Primary_Obesity,Female,E38000165,10,16,
2018/19,FAE_Primary_Obesity,Female,E38000166,45,31,
2018/19,FAE_Primary_Obesity,Female,E38000167,50,44,
2018/19,FAE_Primary_Obesity,Female,E38000168,10,12,
2018/19,FAE_Primary_Obesity,Female,E38000169,65,24,
2018/19,FAE_Primary_Obesity,Female,E38000170,10,17,
2018/19,FAE_Primary_Obesity,Female,E38000171,190,126,
2018/19,FAE_Primary_Obesity,Female,E38000172,10,13,
2018/19,FAE_Primary_Obesity,Female,E38000173,20,27,
2018/19,FAE_Primary_Obesity,Female,E38000174,20,15,
2018/19,FAE_Primary_Obesity,Female,E38000175,85,69,
2018/19,FAE_Primary_Obesity,Female,E38000176,240,170,
2018/19,FAE_Primary_Obesity,Female,E38000177,50,36,
2018/19,FAE_Primary_Obesity,Female,E38000178,15,33,
2018/19,FAE_Primary_Obesity,Female,E38000179,25,22,
2018/19,FAE_Primary_Obesity,Female,E38000180,30,51,
2018/19,FAE_Primary_Obesity,Female,E38000181,20,19,
2018/19,FAE_Primary_Obesity,Female,E38000182,15,12,
2018/19,FAE_Primary_Obesity,Female,E38000183,70,78,
2018/19,FAE_Primary_Obesity,Female,E38000184,25,38,
2018/19,FAE_Primary_Obesity,Female,E38000185,25,28,
2018/19,FAE_Primary_Obesity,Female,E38000186,30,26,
2018/19,FAE_Primary_Obesity,Female,E38000187,20,15,
2018/19,FAE_Primary_Obesity,Female,E38000188,15,8,
2018/19,FAE_Primary_Obesity,Female,E38000189,,4,
2018/19,FAE_Primary_Obesity,Female,E38000190,15,8,
2018/19,FAE_Primary_Obesity,Female,E38000191,65,48,
2018/19,FAE_Primary_Obesity,Female,E38000192,30,26,
2018/19,FAE_Primary_Obesity,Female,E38000193,40,27,
2018/19,FAE_Primary_Obesity,Female,E38000194,20,18,
2018/19,FAE_Primary_Obesity,Female,E38000195,35,34,
2018/19,FAE_Primary_Obesity,Female,E38000196,,4,
2018/19,FAE_Primary_Obesity,Female,E38000197,35,23,
2018/19,FAE_Primary_Obesity,Female,E38000198,75,27,
2018/19,FAE_Primary_Obesity,Female,E38000199,45,18,
2018/19,FAE_Primary_Obesity,Female,E38000200,10,17,
2018/19,FAE_Primary_Obesity,Female,E38000201,20,9,
2018/19,FAE_Primary_Obesity,Female,E38000202,45,39,
2018/19,FAE_Primary_Obesity,Female,E38000203,20,24,
2018/19,FAE_Primary_Obesity,Female,E38000204,20,18,
2018/19,FAE_Primary_Obesity,Female,E38000205,25,16,
2018/19,FAE_Primary_Obesity,Female,E38000206,50,21,
2018/19,FAE_Primary_Obesity,Female,E38000208,10,7,
2018/19,FAE_Primary_Obesity,Female,E38000210,55,44,
2018/19,FAE_Primary_Obesity,Female,E38000211,20,42,
2018/19,FAE_Primary_Obesity,Female,E38000212,150,62,
2018/19,FAE_Primary_Obesity,Female,E38000213,70,29,
2018/19,FAE_Primary_Obesity,Female,E38000214,30,28,
2018/19,FAE_Primary_Obesity,Female,E38000215,25,16,
2018/19,FAE_Primary_Obesity,Female,E38000217,70,27,
