OBJECTID,LAD18CD,LAD18NM,LAD18NMW,BNG_E,BNG_N,LONG,LAT,Shape__Area,Shape__Length
295,E09000002,Barking and Dagenham, ,547759,185107,0.129506,51.5455,36107815.8302078,40695.5568884362
296,E09000003,Barnet, ,523472,191753,-0.21821,51.6111,86748322.4963608,50818.3804574424
297,E09000004,Bexley, ,549202,175433,0.146212,51.4582,60576277.9924316,45157.4886389707
298,E09000005,Brent, ,519615,186468,-0.27568,51.5644,43232647.6929169,38333.8275560405
299,E09000006,Bromley, ,542036,165708,0.039246,51.3727,150134862.065819,76163.8110597652
300,E09000007,Camden, ,527492,184284,-0.16289,51.5431,21789302.2442245,26150.6711730998
301,E09000008,Croydon, ,533922,164745,-0.07761,51.366,86494434.5030594,58703.7701326615
302,E09000009,Ealing, ,517057,181960,-0.31407,51.5244,55544345.973175,47438.6523450422
303,E09000010,Enfield, ,532829,196197,-0.08147,51.6489,82200192.5950775,41064.474462692
304,E09000011,Greenwich, ,542508,175881,0.050108,51.464,47334079.9906311,47610.7254552095
305,E09000012,Hackney, ,534560,185787,-0.06045,51.5549,19049030.3601837,25382.8102904991
306,E09000013,Hammersmith and Fulham, ,523866,177998,-0.21736,51.4874,16397617.122139,23940.2964651923
307,E09000014,Haringey, ,531262,189349,-0.10667,51.5877,29598384.0452347,29025.0657147328
308,E09000015,Harrow, ,515356,189736,-0.33603,51.5947,50463306.7830276,33735.4591786668
309,E09000016,Havering, ,555032,187514,0.235368,51.5652,112349657.905121,63559.3564886698
310,E09000017,Hillingdon, ,508166,183120,-0.44182,51.5366,115700539.770447,63886.5096560321
311,E09000018,Hounslow, ,512744,174965,-0.37844,51.4624,55977912.8928757,61322.4861182352
312,E09000019,Islington, ,531158,184647,-0.10992,51.5455,14856650.2546082,20727.7970281486
313,E09000020,Kensington and Chelsea, ,525757,179053,-0.18976,51.4964,12123854.5649567,20973.6352518414
314,E09000021,Kingston upon Thames, ,519508,167389,-0.28367,51.393,37261179.8461609,37553.0999548291
315,E09000022,Lambeth, ,531118,175626,-0.11385,51.4644,26810035.9805908,33856.684972109
316,E09000023,Lewisham, ,537889,173344,-0.01733,51.4423,35149082.0648499,41169.5186361735
317,E09000024,Merton, ,526069,169507,-0.18867,51.4106,37624734.5011597,32348.9978725362
318,E09000025,Newham, ,540721,183327,0.027369,51.5313,36201721.5558395,34939.8140420283
319,E09000026,Redbridge, ,543511,189478,0.070071,51.5859,56419220.7357559,48674.1818412831
320,E09000027,Richmond upon Thames, ,519005,172648,-0.28914,51.4403,57406781.1962051,67768.0254418722
321,E09000028,Southwark, ,533945,175863,-0.07309,51.4659,28862040.2513351,34210.1990806073
322,E09000029,Sutton, ,527356,163640,-0.17227,51.3576,43846979.0154419,39844.2391971435
323,E09000030,Tower Hamlets, ,536345,181451,-0.0364,51.5155,19786310.9373779,28568.2638202556
324,E09000031,Waltham Forest, ,537327,190277,-0.01881,51.5946,38807961.7758636,33339.2697362568
325,E09000032,Wandsworth, ,525152,174137,-0.20021,51.4524,34263367.1983185,38675.3193298399
326,E09000033,Westminster, ,528268,180871,-0.15295,51.5122,21486972.4445496,27304.1293575027
327,S12000005,Clackmannanshire, ,291159,696335,-3.75344,56.1472,158972121.378357,94185.1842090569
328,S12000006,Dumfries and Galloway, ,270645,579857,-4.02863,55.0962,6437604866.44975,1148187.9228666
329,S12000008,East Ayrshire, ,255398,624935,-4.29057,55.4967,1270341775.70526,340970.768285856
330,S12000010,East Lothian, ,354854,672351,-2.72435,55.9421,679179833.433853,200290.140341368
331,S12000011,East Renfrewshire, ,251929,653115,-4.3606,55.7487,174249494.081955,93882.4256590397
332,S12000013,Na h-Eileanan Siar, ,126473,932862,-6.65722,58.1994,3099800670.6865,3929714.48096116
333,S12000014,Falkirk, ,289661,679536,-3.7706,55.996,297365615.184753,145018.650435562
334,S12000017,Highland, ,241026,858306,-4.66091,57.5867,26162840895.3372,5262950.93073798
335,S12000018,Inverclyde, ,227922,670899,-4.75387,55.9003,161960766.961273,79800.1037863359
336,S12000019,Midlothian, ,330088,659217,-3.11738,55.8211,355271578.539444,126470.984206627
337,S12000020,Moray, ,328024,843593,-3.20187,57.4768,2237581345.88054,437889.619454098
338,S12000021,North Ayrshire, ,228984,651640,-4.72479,55.7279,885423250.732872,351667.774704528
339,S12000023,Orkney Islands, ,348291,1006584,-2.90028,58.9433,1013346069.20821,1224578.94034417
340,S12000026,Scottish Borders, ,345891,626135,-2.85866,55.5259,4739182460.76558,514889.892656654
341,S12000027,Shetland Islands, ,434516,1180307,-1.37344,60.505,1469089373.96021,2382722.63810093
342,S12000028,South Ayrshire, ,226544,596270,-4.72901,55.2301,1224112989.87918,331901.481845622
343,S12000029,South Lanarkshire, ,284634,636071,-3.83272,55.6045,1773897188.15364,284527.048700725
344,S12000030,Stirling, ,255980,708769,-4.32595,56.2495,2253344400.08742,341962.718226152
345,S12000033,Aberdeen City, ,387763,808478,-2.20398,57.167,185692371.17868,126119.100306183
346,S12000034,Aberdeenshire, ,352286,816276,-2.79205,57.2347,6317961142.88211,801445.326802202
347,S12000035,Argyll and Bute, ,200740,715442,-5.22114,56.2894,7007718314.2149,3827180.25727026
348,S12000036,City of Edinburgh, ,320193,669416,-3.27826,55.9112,263351798.069504,108121.30818675
349,S12000038,Renfrewshire, ,239305,664698,-4.56834,55.8486,261487652.192764,131630.686062122
350,S12000039,West Dunbartonshire, ,242904,681587,-4.52074,56.0014,177306052.678665,100566.771384522
351,S12000040,West Lothian, ,299483,668514,-3.60909,55.8992,428772096.161774,134896.606088397
352,S12000041,Angus, ,345535,759594,-2.89162,56.7248,2185180133.01448,319847.445399051
353,S12000042,Dundee City, ,340291,732145,-2.97095,56.4776,59830969.7357025,46805.8989467455
354,S12000044,North Lanarkshire, ,277984,665608,-3.9514,55.8681,472216148.201797,164226.601000197
355,S12000045,East Dunbartonshire, ,261240,676154,-4.22417,55.9583,174489015.071167,99601.2546473846
356,S12000046,Glasgow City, ,261534,667033,-4.21479,55.8765,174713910.131927,135996.361522341
357,S12000047,Fife, ,339197,704726,-2.98235,56.2312,1325035448.20641,342638.245706919
358,S12000048,Perth and Kinross, ,284304,744186,-3.8848,56.5753,5383759694.71834,619283.644220488
359,W06000001,Isle of Anglesey,Ynys Môn,245222,378346,-4.32291,53.2794,714458078.516861,361683.799885201
360,W06000002,Gwynedd,Gwynedd,277968,334967,-3.81559,52.8983,2548075137.65075,585237.166896517
361,W06000003,Conwy,Conwy,283293,362562,-3.74646,53.1474,1130191402.94183,273510.755140156
362,W06000004,Denbighshire,Sir Ddinbych,309843,355416,-3.34761,53.0883,838544269.697739,228384.653158441
363,W06000005,Flintshire,Sir y Fflint,321564,369303,-3.17605,53.215,437490011.329178,197515.320820709
364,W06000006,Wrexham,Wrecsam,333523,345387,-2.99203,53.0017,503773486.454758,190040.353118762
365,W06000008,Ceredigion,Ceredigion,267126,268437,-3.94994,52.298,1789001343.61417,373788.976637039
366,W06000009,Pembrokeshire,Sir Benfro,199821,221391,-4.90818,51.8551,1618677384.72963,726403.189075572
367,W06000010,Carmarthenshire,Sir Gaerfyrddin,247954,224133,-4.2111,51.895,2371133068.97892,564479.838946572
368,W06000011,Swansea,Abertawe,264022,197308,-3.96723,51.6581,379659105.555847,271925.947135177
369,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,279261,195412,-3.74638,51.6445,442335437.453506,172778.725866766
370,W06000013,Bridgend,Pen-y-bont ar Ogwr,288241,185868,-3.61361,51.5606,250730334.060623,90598.1202668757
371,W06000014,Vale of Glamorgan,Bro Morgannwg,302946,173083,-3.39803,51.4484,331192712.609482,106758.228372081
372,W06000015,Cardiff,Caerdydd,315270,178887,-3.22212,51.5025,142287247.214413,79678.3735366768
373,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,302237,192395,-3.41359,51.6218,424150425.371105,130240.443067915
374,W06000018,Caerphilly,Caerffili,317245,195259,-3.19753,51.65,277387820.379791,116205.419131693
375,W06000019,Blaenau Gwent,Blaenau Gwent,318236,206771,-3.18592,51.7536,108728048.165253,65601.6744409078
376,W06000020,Torfaen,Torfaen,327459,200480,-3.05101,51.6984,126239927.851421,82544.7134601878
377,W06000021,Monmouthshire,Sir Fynwy,337812,209231,-2.9028,51.7783,850271715.888012,223991.692506048
378,W06000022,Newport,Casnewydd,337897,187433,-2.89769,51.5823,190524787.375271,153275.963700859
379,W06000023,Powys,Powys,302328,273254,-3.43533,52.3486,5195320913.65032,610095.483915773
380,W06000024,Merthyr Tydfil,Merthyr Tudful,305916,206424,-3.36425,51.7486,111957012.018082,66696.8150454302
